no_paths,no_points,width,height,drawing
21,1429,80,83,bicycle
25,779,137,248,guitar
17,675,124,125,pencil
35,1227,172,176,clock
13,1694,276,114,car
5,556,238,180,fish
5,256,336,290,house
22,812,199,313,tree
9,658,123,90,bicycle
9,1083,298,141,guitar
3,468,165,254,pencil
2,185,233,228,clock
7,829,325,193,car
2,186,274,160,fish
9,499,296,214,house
5,236,176,222,tree
8,305,172,137,bicycle
7,516,181,226,guitar
4,161,117,127,pencil
4,168,165,133,clock
12,944,218,108,car
10,578,217,96,fish
17,789,124,131,house
4,415,308,170,tree
21,780,108,92,bicycle
11,673,278,105,guitar
5,331,257,154,pencil
2,174,171,161,clock
14,927,208,167,car
7,1066,150,104,fish
5,593,169,261,house
3,296,67,282,tree
17,754,102,61,bicycle
15,1072,131,136,guitar
4,480,146,203,pencil
2,151,207,197,clock
6,264,219,147,car
11,232,288,107,fish
27,673,177,146,house
18,329,369,296,tree
16,283,132,130,bicycle
9,247,209,123,guitar
6,144,243,169,pencil
12,197,210,205,clock
5,654,170,83,car
6,1079,254,164,fish
3,512,245,192,house
24,2008,188,154,tree
11,790,107,89,bicycle
19,1657,167,200,guitar
8,683,213,233,pencil
16,500,189,189,clock
13,1546,358,131,car
6,748,332,95,fish
7,802,277,113,house
6,674,309,219,tree
12,1634,195,116,bicycle
5,3463,147,222,guitar
14,1102,287,216,clock
14,818,279,105,car
11,720,249,144,fish
31,1108,250,129,house
11,1663,194,329,tree
21,1706,100,102,bicycle
19,1540,249,253,guitar
6,715,271,228,pencil
42,1071,191,183,clock
17,1596,348,137,car
7,883,337,80,fish
21,1010,342,173,house
48,1365,274,233,tree
14,1212,175,127,bicycle
20,1169,154,227,guitar
5,351,204,222,pencil
18,1000,196,165,clock
3,328,253,109,car
3,341,244,212,fish
7,532,224,213,house
1,363,235,293,tree
10,507,124,112,bicycle
9,740,188,148,guitar
1,264,205,164,pencil
13,312,290,234,clock
9,1234,341,164,car
6,589,303,101,fish
10,716,224,92,house
6,433,260,237,tree
12,1247,135,70,bicycle
5,1785,152,206,guitar
4,340,153,216,pencil
15,1256,246,217,clock
3,460,296,164,car
3,413,260,125,fish
4,236,201,106,house
4,183,119,155,tree
10,247,108,77,bicycle
4,420,202,154,guitar
1,136,150,149,pencil
3,95,228,190,clock
6,508,141,77,car
1,145,129,52,fish
10,313,147,121,house
9,240,146,130,tree
15,607,111,72,bicycle
5,502,112,223,guitar
5,214,221,42,pencil
4,266,121,133,clock
27,2246,133,69,car
7,1478,336,107,fish
19,2173,321,153,house
6,1302,338,184,tree
16,1693,164,131,bicycle
21,2586,240,184,guitar
6,1108,296,232,pencil
29,1825,218,168,clock
3,534,207,115,car
5,262,94,52,fish
32,952,122,86,house
3,230,220,121,tree
10,382,66,69,bicycle
19,650,115,84,guitar
10,431,53,72,pencil
3,201,63,91,clock
14,996,285,141,car
4,224,212,87,fish
9,437,151,148,house
4,349,132,276,tree
15,612,164,84,bicycle
7,682,158,206,guitar
4,154,114,186,pencil
12,398,152,144,clock
6,961,251,61,car
5,725,192,69,fish
12,922,329,113,house
4,647,161,108,tree
23,1472,116,85,bicycle
7,1406,290,119,guitar
2,390,160,144,pencil
13,390,170,190,clock
16,1305,127,59,car
9,733,163,62,fish
21,799,47,48,house
16,1830,275,221,tree
20,1167,115,43,bicycle
36,2873,197,209,guitar
10,545,85,86,pencil
26,814,119,119,clock
11,714,316,94,car
5,570,313,166,fish
7,704,350,300,house
5,347,278,222,tree
49,2358,183,161,bicycle
17,913,345,136,guitar
7,374,169,137,pencil
18,658,282,224,clock
11,1400,259,98,car
10,838,214,56,fish
23,4692,201,107,house
10,1684,269,215,tree
23,2786,120,121,bicycle
11,1157,213,95,guitar
8,583,19,184,pencil
7,612,146,144,clock
12,959,204,85,car
7,488,127,56,fish
13,974,231,97,house
7,667,123,120,tree
17,936,97,57,bicycle
18,1472,147,165,guitar
11,513,163,18,pencil
16,647,117,115,clock
53,4036,210,118,car
33,1999,276,49,fish
19,827,85,89,house
5,1000,225,192,tree
72,2389,136,83,bicycle
12,2361,143,279,guitar
10,566,141,64,pencil
9,384,212,224,clock
4,412,247,87,car
3,345,235,92,fish
11,508,161,167,house
6,560,252,187,tree
9,549,153,80,bicycle
12,1108,249,113,guitar
5,400,238,202,pencil
9,513,202,161,clock
5,657,288,89,car
1,72,290,195,fish
8,430,159,279,house
3,333,203,202,tree
10,610,152,128,bicycle
10,963,304,126,guitar
2,309,64,269,pencil
3,117,220,195,clock
3,573,278,103,car
2,275,171,58,fish
9,558,160,105,house
4,286,282,194,tree
8,474,79,68,bicycle
6,636,132,198,guitar
2,243,149,152,pencil
3,201,207,209,clock
6,356,281,116,car
1,159,204,75,fish
23,351,201,81,house
4,170,205,73,tree
17,675,112,74,bicycle
7,440,59,92,guitar
10,244,59,68,pencil
4,159,96,103,clock
8,654,189,54,car
7,370,123,87,fish
13,551,224,102,house
4,384,123,92,tree
17,601,70,71,bicycle
23,665,79,41,guitar
6,300,21,111,pencil
16,347,90,99,clock
5,808,370,178,car
3,388,233,154,fish
4,362,198,142,house
3,242,193,137,tree
5,420,92,92,bicycle
3,731,224,141,guitar
3,336,129,146,pencil
13,384,298,257,clock
7,614,197,84,car
5,302,214,84,fish
19,1049,337,361,house
7,378,258,174,tree
13,405,70,54,bicycle
13,638,210,205,guitar
19,315,39,207,pencil
18,298,123,143,clock
5,773,290,120,car
6,556,184,161,fish
11,635,176,88,house
5,358,302,195,tree
6,376,258,140,bicycle
5,1062,243,120,guitar
5,864,143,215,pencil
1,299,121,142,clock
27,719,76,21,car
10,276,91,22,fish
24,640,86,19,house
17,398,80,41,tree
8,255,53,19,bicycle
19,1583,90,184,guitar
8,135,50,14,pencil
8,853,108,89,clock
6,189,84,25,car
8,157,54,27,fish
10,295,52,41,house
21,218,33,55,tree
7,201,52,32,bicycle
7,252,33,77,guitar
3,126,50,50,pencil
5,151,77,69,clock
4,291,248,114,car
3,152,208,81,fish
14,235,90,100,house
3,113,208,127,tree
13,414,84,90,bicycle
24,626,101,168,guitar
8,220,56,119,pencil
5,157,121,124,clock
14,1049,258,100,car
7,1473,317,78,fish
12,675,125,148,house
30,2496,65,242,tree
21,872,105,43,bicycle
15,1469,220,115,guitar
7,523,14,172,pencil
6,1087,82,292,clock
8,993,194,100,car
9,836,238,103,fish
13,809,180,123,house
8,634,198,161,tree
19,1161,113,93,bicycle
9,673,159,175,guitar
6,543,40,271,pencil
15,960,148,269,clock
22,4385,208,73,car
15,3562,116,316,fish
17,3074,258,104,house
4,1435,396,260,tree
25,4786,154,87,bicycle
21,5019,110,299,guitar
14,2496,158,38,pencil
10,3360,198,277,clock
15,1638,221,104,car
2,475,125,74,fish
13,1145,102,195,house
2,802,88,179,tree
22,1850,117,89,bicycle
18,1958,105,232,guitar
5,658,188,114,pencil
2,365,159,164,clock
10,344,280,94,car
9,213,229,72,fish
4,228,219,144,house
3,281,275,216,tree
25,357,115,139,bicycle
8,292,149,104,guitar
7,128,74,192,pencil
3,65,151,169,clock
10,349,324,61,car
4,111,285,109,fish
19,235,257,179,house
4,235,299,222,tree
10,212,153,128,bicycle
12,305,245,194,guitar
11,239,300,233,pencil
9,284,232,226,clock
12,872,277,72,car
8,714,222,87,fish
8,1582,242,247,tree
18,1626,192,115,bicycle
23,1262,208,278,guitar
4,467,147,226,pencil
20,464,222,169,clock
18,779,295,79,car
24,780,186,127,fish
14,568,203,123,house
5,385,293,172,tree
17,685,107,61,bicycle
19,885,113,162,guitar
7,348,85,184,pencil
37,1133,214,245,clock
5,570,252,85,car
10,536,246,84,fish
22,964,236,119,house
19,1064,224,243,tree
26,607,70,85,bicycle
12,442,304,74,guitar
8,271,231,30,pencil
15,238,129,121,clock
6,421,346,142,car
10,395,295,177,fish
14,368,220,165,house
3,172,208,209,tree
16,379,148,134,bicycle
18,385,227,187,guitar
8,317,254,260,pencil
14,234,206,187,clock
10,1051,367,126,car
6,741,347,175,fish
24,1326,345,130,house
25,860,142,184,tree
8,524,249,113,bicycle
16,582,251,185,guitar
6,570,54,174,pencil
19,405,251,246,clock
9,851,311,117,car
3,350,313,106,fish
11,762,285,189,house
13,1204,304,235,tree
25,1005,123,87,bicycle
23,1394,286,337,guitar
3,384,227,221,pencil
17,761,195,189,clock
7,414,232,101,car
2,253,256,104,fish
5,344,86,116,house
2,231,251,193,tree
16,507,84,92,bicycle
4,241,75,159,guitar
3,204,199,46,pencil
15,272,167,141,clock
7,511,320,126,car
4,206,206,80,fish
3,244,296,252,house
3,112,189,154,tree
3,127,196,134,bicycle
6,231,192,224,guitar
4,156,96,176,pencil
4,109,276,293,clock
5,2157,232,95,car
9,1475,234,65,fish
19,2191,113,99,house
17,926,67,164,tree
17,1770,106,81,bicycle
14,1821,223,118,guitar
10,951,128,139,pencil
4,932,137,142,clock
14,861,295,112,car
19,413,202,101,fish
9,482,180,105,house
4,297,223,206,tree
6,379,138,123,bicycle
5,478,164,126,guitar
2,303,56,139,pencil
7,170,96,98,clock
3,950,291,150,car
4,592,298,96,fish
5,503,155,100,house
3,666,238,207,tree
11,600,133,77,bicycle
9,554,175,167,guitar
1,258,226,256,pencil
5,267,219,195,clock
74,4182,377,103,car
38,2117,216,84,fish
70,2304,129,80,house
49,2176,335,356,tree
29,1164,183,66,bicycle
23,1052,283,59,guitar
44,1297,249,50,pencil
18,625,54,70,clock
23,2203,284,100,car
3,650,228,55,fish
22,1182,163,131,house
15,855,210,172,tree
7,563,92,71,bicycle
17,1971,217,197,guitar
14,1143,249,228,clock
6,587,271,86,car
1,386,232,113,fish
24,723,146,96,house
5,338,227,155,tree
14,681,61,72,bicycle
11,594,185,109,guitar
5,144,11,44,pencil
18,367,99,97,clock
3,291,197,113,car
8,319,194,84,fish
1,151,88,147,house
3,303,193,161,tree
13,554,77,94,bicycle
5,811,169,243,guitar
6,483,162,216,pencil
7,509,195,188,clock
5,946,296,104,car
14,590,312,125,fish
19,635,272,172,house
3,295,290,219,tree
10,455,178,113,bicycle
8,704,264,235,guitar
7,298,209,175,pencil
12,208,216,174,clock
12,1606,344,111,car
4,425,265,104,fish
13,986,286,177,house
12,700,208,186,tree
15,449,140,104,bicycle
5,573,114,329,guitar
5,521,71,254,pencil
8,645,244,236,clock
8,396,354,147,car
5,333,220,106,fish
4,236,132,243,house
4,507,285,266,tree
8,232,123,62,bicycle
9,512,239,223,guitar
2,106,140,176,pencil
17,343,285,182,clock
10,617,129,60,car
4,492,150,83,fish
7,467,109,135,house
5,363,139,125,tree
17,504,80,69,bicycle
6,648,128,190,guitar
6,457,45,235,pencil
3,123,96,95,clock
5,656,292,155,car
2,304,177,109,fish
17,549,160,220,house
6,449,289,327,tree
6,401,173,132,bicycle
3,527,270,278,guitar
3,182,147,97,pencil
2,119,194,202,clock
7,407,240,112,car
3,198,232,110,fish
7,326,188,132,house
1,271,195,261,tree
8,276,111,66,bicycle
4,294,64,198,guitar
4,152,166,111,pencil
3,106,166,176,clock
14,625,157,69,car
14,737,195,194,fish
12,526,203,204,house
18,535,107,203,tree
19,467,74,93,bicycle
16,564,154,182,guitar
9,250,140,158,pencil
3,144,205,221,clock
5,1006,306,111,car
7,811,285,171,fish
10,668,119,115,house
3,394,157,162,tree
28,1198,88,89,bicycle
26,1166,267,119,guitar
10,530,29,138,pencil
21,1110,226,215,clock
12,785,163,96,car
10,523,148,80,fish
9,641,123,104,house
5,482,253,168,tree
9,734,206,118,bicycle
11,1166,267,100,guitar
10,437,20,233,pencil
4,372,200,191,clock
5,579,282,133,car
7,243,234,143,fish
7,138,238,116,house
6,398,258,128,tree
7,231,188,72,bicycle
6,458,236,212,guitar
10,329,121,142,pencil
5,181,140,147,clock
3,261,393,219,car
3,236,307,215,fish
4,301,343,300,house
1,220,284,314,tree
6,258,198,131,bicycle
6,581,380,204,guitar
2,211,244,243,pencil
2,100,224,193,clock
24,1997,206,70,car
4,221,255,95,fish
45,559,166,104,house
14,452,123,118,tree
35,847,75,58,bicycle
86,2206,124,157,guitar
29,964,118,163,pencil
26,589,196,113,clock
23,1588,143,54,car
6,511,279,126,fish
9,796,183,110,house
27,1634,167,136,tree
14,1060,166,105,bicycle
21,1541,189,197,guitar
7,615,112,176,pencil
21,745,260,299,clock
8,820,323,150,car
10,612,161,102,fish
3,330,169,227,house
3,291,244,194,tree
8,454,207,116,bicycle
8,442,165,206,guitar
6,207,246,274,pencil
9,427,250,247,clock
6,363,299,154,car
3,267,219,127,fish
7,214,239,252,house
8,453,265,215,tree
3,312,163,132,bicycle
9,1109,211,274,guitar
9,363,61,202,pencil
3,131,234,241,clock
1,443,325,124,car
2,118,227,100,fish
5,204,228,124,house
4,285,159,123,tree
1,20,193,28,bicycle
1,42,144,310,guitar
2,158,224,66,pencil
18,456,252,219,clock
6,629,289,103,car
2,188,246,63,fish
6,501,184,81,house
6,331,128,197,tree
13,602,76,58,bicycle
5,632,191,212,guitar
1,208,154,217,pencil
8,502,175,178,clock
9,1128,312,102,car
4,604,254,142,fish
8,804,263,194,house
15,1255,215,122,tree
13,952,143,104,bicycle
7,951,189,191,guitar
5,388,139,189,pencil
15,403,134,152,clock
16,1547,358,101,car
4,323,141,47,fish
18,742,219,108,house
11,512,68,107,tree
36,1498,122,84,bicycle
18,1132,145,176,guitar
18,486,114,117,pencil
13,808,168,180,clock
3,587,353,125,car
5,329,243,154,fish
14,406,214,139,house
8,244,276,241,tree
13,473,162,83,bicycle
11,576,116,288,guitar
7,251,97,139,pencil
20,520,229,159,clock
5,455,286,105,car
2,149,248,178,fish
6,566,189,254,house
1,289,229,256,tree
13,491,111,83,bicycle
6,739,200,358,guitar
5,464,142,295,pencil
4,243,160,140,clock
9,813,277,89,car
7,414,95,44,fish
6,592,147,102,house
7,1119,191,149,tree
9,869,103,81,bicycle
13,857,122,125,guitar
8,1009,204,65,pencil
5,589,211,196,clock
3,336,308,134,car
3,345,271,80,fish
4,229,198,117,house
2,250,220,144,tree
9,356,121,80,bicycle
7,372,202,98,guitar
4,186,114,208,pencil
3,204,146,170,clock
15,939,299,122,car
11,307,165,104,fish
25,677,235,256,house
16,406,98,284,tree
22,581,159,55,bicycle
32,993,174,259,guitar
6,374,74,324,pencil
37,524,238,221,clock
3,639,300,110,car
6,585,213,98,fish
3,437,145,99,house
3,315,166,130,tree
5,336,124,63,bicycle
4,486,296,94,guitar
3,368,159,240,pencil
3,211,175,214,clock
5,689,304,159,car
2,242,169,86,fish
2,256,142,102,house
2,253,121,109,tree
7,528,95,62,bicycle
5,517,163,242,guitar
5,549,128,245,pencil
8,420,191,192,clock
30,526,168,64,car
27,472,245,110,fish
26,387,140,185,house
23,224,285,187,tree
27,417,106,92,bicycle
17,356,119,194,guitar
8,97,109,135,pencil
25,561,319,320,clock
6,669,243,100,car
4,387,220,89,fish
6,246,144,94,house
6,362,252,235,tree
7,412,187,101,bicycle
5,676,311,126,guitar
3,157,40,214,pencil
3,133,152,143,clock
8,658,239,113,car
6,649,295,180,fish
9,483,239,180,house
10,438,267,192,tree
12,606,159,98,bicycle
7,612,229,192,guitar
6,357,152,211,pencil
22,453,104,123,clock
7,1869,309,125,car
4,1013,319,185,fish
7,1227,306,328,house
5,1738,234,260,tree
8,1248,173,131,bicycle
14,2010,301,269,guitar
9,839,253,279,pencil
5,710,229,235,clock
11,962,213,135,car
52,1593,377,279,fish
73,1246,263,148,house
125,2329,42,195,tree
39,1338,196,129,bicycle
40,1393,180,244,guitar
14,385,297,232,pencil
14,438,278,263,clock
12,703,186,87,car
9,450,90,77,fish
15,782,131,94,house
19,761,84,122,tree
21,787,83,48,bicycle
9,1014,313,78,guitar
14,802,191,41,pencil
16,751,197,151,clock
6,330,188,115,car
3,102,233,118,fish
1,166,156,206,house
9,118,155,137,tree
6,121,172,100,bicycle
6,305,272,132,guitar
2,151,275,86,pencil
14,179,228,207,clock
8,621,333,133,car
9,452,233,142,fish
17,367,194,111,house
6,133,207,178,tree
13,637,163,181,bicycle
12,366,136,152,guitar
4,241,183,242,pencil
23,518,265,284,clock
11,521,291,68,car
3,341,323,163,fish
9,247,229,212,house
3,281,211,199,tree
13,441,122,122,bicycle
9,449,178,163,guitar
11,160,129,146,pencil
3,169,161,214,clock
4,594,247,223,car
4,485,203,98,fish
1,190,323,95,house
12,877,270,198,tree
28,681,155,132,bicycle
21,698,116,133,guitar
5,271,40,205,pencil
13,357,200,219,clock
3,412,257,118,car
4,301,195,130,fish
10,1041,127,129,house
16,947,224,263,tree
20,1376,93,104,bicycle
23,1433,158,189,guitar
7,379,155,209,pencil
2,383,163,170,clock
9,1726,302,105,car
22,1165,34,127,fish
31,2191,231,206,house
31,2942,193,161,tree
18,1667,73,79,bicycle
19,1401,175,87,guitar
6,816,27,271,pencil
7,357,217,204,clock
20,990,338,74,car
25,941,278,158,fish
33,1695,390,177,house
17,1095,179,209,tree
25,846,267,241,bicycle
7,658,300,242,guitar
15,797,185,244,pencil
9,781,274,261,clock
14,3085,266,120,car
6,1802,152,83,fish
15,2385,154,123,house
3,1138,189,162,tree
6,1888,139,63,bicycle
10,2243,129,85,guitar
8,1341,145,146,pencil
10,2286,151,162,clock
5,970,314,112,car
6,522,306,96,fish
7,432,302,125,house
7,304,232,141,tree
7,373,151,90,bicycle
5,547,145,237,guitar
4,353,250,213,pencil
8,322,268,236,clock
4,498,197,85,car
3,524,174,180,fish
22,1039,81,129,house
4,461,166,144,tree
11,501,106,156,bicycle
8,509,110,137,guitar
2,239,74,73,pencil
15,435,249,297,clock
3,654,177,61,car
5,357,155,99,fish
4,454,204,187,house
3,523,238,173,tree
13,798,86,71,bicycle
5,472,230,108,guitar
2,179,67,170,pencil
3,298,316,220,clock
9,493,251,61,car
5,189,181,81,fish
12,374,64,97,house
4,237,151,94,tree
10,367,76,47,bicycle
8,459,125,109,guitar
4,179,127,157,pencil
22,323,115,141,clock
26,784,364,248,car
7,347,266,173,fish
38,986,177,213,house
13,731,307,301,tree
24,507,127,174,bicycle
7,543,315,257,guitar
11,164,214,201,pencil
14,336,207,226,clock
6,570,194,77,car
3,272,245,87,fish
7,267,274,85,house
5,175,214,213,tree
10,493,168,111,bicycle
5,313,208,157,guitar
5,167,125,153,pencil
3,139,84,95,clock
7,1152,307,99,car
3,510,235,109,fish
5,868,169,236,house
7,878,283,170,tree
9,642,100,80,bicycle
5,951,172,144,guitar
8,889,232,233,pencil
4,246,187,169,clock
8,879,175,82,car
4,445,147,119,fish
10,678,178,150,house
4,565,203,185,tree
13,1009,243,72,bicycle
1,113,120,152,guitar
3,307,37,236,pencil
16,273,174,175,clock
8,547,222,101,car
10,403,247,132,fish
14,390,205,110,house
4,285,307,200,tree
15,390,95,107,bicycle
15,594,213,153,guitar
13,194,139,136,pencil
4,115,190,183,clock
5,350,194,119,car
8,264,207,68,fish
5,284,228,116,house
15,426,393,173,tree
11,474,241,137,bicycle
24,465,208,138,guitar
2,89,124,125,clock
6,680,200,97,car
2,314,279,149,house
20,576,96,96,tree
10,667,114,56,bicycle
10,909,251,114,guitar
2,304,22,234,pencil
4,308,238,220,clock
3,519,362,219,car
1,394,294,115,fish
3,236,235,124,house
2,150,139,158,tree
9,411,148,135,bicycle
7,524,138,173,guitar
2,171,36,175,pencil
4,130,221,216,clock
9,1693,324,159,car
4,351,115,50,fish
9,685,97,153,house
3,251,266,206,tree
8,494,89,87,bicycle
11,1071,123,289,guitar
4,442,40,266,pencil
8,365,177,185,clock
12,942,268,106,car
14,1017,174,148,fish
30,1148,184,124,house
26,1595,323,191,tree
11,870,224,120,bicycle
10,866,223,284,guitar
20,706,262,279,clock
3,501,194,67,car
5,432,157,90,fish
3,406,192,138,house
2,517,184,155,tree
29,1624,89,99,bicycle
15,1938,171,159,guitar
1,386,201,204,pencil
1,185,177,57,clock
13,1282,320,144,car
14,700,115,193,fish
15,1061,103,271,house
2,447,202,293,tree
14,749,126,91,bicycle
10,932,189,239,guitar
4,231,49,208,pencil
8,561,328,152,car
3,291,264,140,fish
12,753,246,341,house
3,346,340,252,tree
9,692,228,144,bicycle
8,757,358,336,guitar
5,486,54,249,pencil
22,1139,355,318,clock
9,1424,333,64,car
8,865,236,120,fish
23,1348,175,117,house
13,966,82,210,tree
20,1476,77,79,bicycle
28,2225,264,222,guitar
12,802,196,103,pencil
1,142,253,242,clock
16,547,136,112,car
14,748,75,99,fish
17,273,128,137,house
21,453,190,219,tree
28,628,104,84,bicycle
26,552,119,273,guitar
12,507,105,186,pencil
26,970,174,151,clock
20,828,233,51,car
3,132,222,111,fish
14,441,184,184,house
31,1287,155,307,tree
11,358,94,105,bicycle
20,1117,300,257,guitar
15,413,70,131,pencil
3,80,176,165,clock
4,992,382,125,car
8,802,265,138,fish
10,676,276,192,house
17,819,281,243,tree
18,1202,153,83,bicycle
17,1738,201,265,guitar
1,316,213,291,pencil
10,633,358,331,clock
16,1306,259,69,car
6,770,210,124,fish
8,684,137,100,house
3,454,214,145,tree
27,1466,100,81,bicycle
18,1699,157,156,guitar
5,947,206,248,pencil
13,1349,192,105,clock
9,449,271,89,car
30,658,145,183,fish
11,362,201,112,house
20,474,136,174,tree
27,725,149,114,bicycle
11,457,109,185,guitar
5,262,97,238,pencil
21,635,211,201,clock
13,859,305,158,car
4,458,299,151,fish
12,769,349,176,house
5,688,98,243,tree
11,448,114,82,bicycle
8,581,135,149,guitar
3,325,180,231,pencil
3,181,199,181,clock
3,650,287,120,car
10,1315,187,55,fish
22,1586,216,88,house
11,1232,246,167,tree
9,1010,77,87,bicycle
9,1163,118,177,guitar
5,441,15,158,pencil
10,650,140,137,clock
17,810,201,58,car
12,613,114,61,fish
10,519,188,141,house
29,1530,258,162,tree
20,1254,127,100,bicycle
58,2174,95,176,guitar
15,474,165,86,pencil
36,861,115,164,clock
16,2254,339,95,car
26,1505,356,123,fish
37,4013,326,144,house
3,1204,265,288,tree
24,6154,366,212,bicycle
6,1662,376,133,guitar
2,653,218,163,pencil
9,827,220,204,clock
29,2936,182,107,car
65,2412,174,62,fish
26,5173,180,134,house
24,1503,56,98,tree
22,2202,83,82,bicycle
38,2638,146,229,guitar
15,1148,26,131,pencil
24,1665,189,162,clock
60,3055,233,100,car
28,2787,360,142,fish
176,5867,210,109,house
132,3621,167,310,tree
141,5398,88,93,bicycle
44,4804,313,164,guitar
36,1419,187,254,pencil
115,7321,213,351,clock
23,1595,157,40,car
60,1506,273,70,fish
66,2434,146,80,house
8,1570,278,211,tree
50,2130,101,49,bicycle
13,2223,216,281,guitar
37,1119,214,172,pencil
48,1219,148,129,clock
25,518,229,93,car
8,278,207,83,fish
11,322,209,129,house
8,230,260,153,tree
23,828,173,141,bicycle
9,560,262,159,guitar
12,325,115,72,pencil
16,355,171,125,clock
53,2250,75,72,car
12,361,209,75,fish
20,1270,263,137,house
28,1948,219,215,tree
42,1930,134,118,bicycle
21,1422,145,173,guitar
15,780,52,151,pencil
16,430,129,119,clock
14,643,286,97,car
19,718,280,134,fish
11,231,138,154,house
5,229,283,185,tree
31,495,93,127,bicycle
10,557,300,286,guitar
11,129,169,202,pencil
3,88,204,217,clock
5,813,237,51,car
19,1058,240,52,fish
20,1159,136,138,house
41,2294,151,182,tree
6,497,95,65,bicycle
12,739,121,162,guitar
3,282,7,122,pencil
22,656,136,122,clock
30,525,165,71,car
16,339,293,151,fish
40,886,122,149,house
24,605,199,160,tree
32,624,85,117,bicycle
23,458,141,134,guitar
41,711,64,233,pencil
12,284,172,202,clock
14,1014,391,158,car
8,779,302,150,fish
9,636,336,113,house
1,516,200,307,tree
13,687,117,120,bicycle
9,835,317,343,guitar
3,290,223,291,pencil
19,770,167,135,clock
3,389,242,105,car
2,224,127,201,fish
25,1618,383,153,house
4,260,385,175,tree
12,677,183,87,bicycle
4,583,344,283,guitar
5,373,191,255,pencil
3,140,216,253,clock
18,793,254,74,car
10,407,220,111,fish
101,2122,216,133,house
12,282,118,215,tree
6,364,74,82,bicycle
15,1022,230,136,guitar
8,285,154,190,pencil
14,576,253,88,clock
3,390,339,80,car
17,864,352,204,fish
7,489,278,183,house
6,800,275,257,tree
13,691,122,116,bicycle
6,567,202,220,guitar
2,331,331,317,pencil
15,413,214,203,clock
12,224,225,129,car
7,180,301,108,fish
11,335,307,224,house
6,152,308,289,tree
8,177,200,79,bicycle
10,203,264,214,guitar
6,101,212,229,pencil
10,187,268,246,clock
9,1099,351,124,car
4,568,331,186,fish
12,615,142,166,house
21,789,102,208,tree
17,709,211,93,bicycle
5,301,273,306,guitar
6,314,237,286,pencil
13,432,180,151,clock
15,506,260,74,car
13,374,244,109,fish
44,711,298,128,house
40,824,243,223,tree
16,349,224,222,guitar
14,211,188,182,pencil
8,284,268,264,clock
6,520,254,103,car
4,311,179,100,fish
6,198,136,114,house
3,154,193,202,tree
6,197,138,71,bicycle
5,436,172,257,guitar
5,219,207,143,pencil
6,189,148,178,clock
6,604,189,116,car
5,277,130,56,fish
1,167,105,129,house
1,235,161,223,tree
9,519,135,72,bicycle
5,390,127,141,guitar
4,248,90,101,pencil
2,94,130,126,clock
1,163,133,61,car
1,88,102,33,fish
6,348,119,99,house
2,140,110,127,tree
5,178,194,90,bicycle
2,167,172,125,guitar
1,158,101,106,pencil
2,102,82,74,clock
6,591,271,109,car
3,387,260,89,fish
9,512,144,94,house
3,302,209,273,tree
6,257,133,94,bicycle
5,434,192,178,guitar
2,179,185,219,pencil
3,129,96,80,clock
20,1126,282,96,car
10,1131,296,216,tree
23,1915,105,104,bicycle
13,1263,230,228,guitar
10,609,144,163,pencil
19,799,209,221,clock
38,955,125,81,car
4,396,273,292,fish
29,889,269,179,house
4,692,254,363,tree
31,985,169,116,bicycle
11,872,252,289,guitar
9,450,165,268,pencil
15,642,254,237,clock
8,619,388,140,car
5,255,311,119,fish
1,184,198,153,house
9,279,131,214,tree
15,505,123,74,bicycle
4,413,264,94,guitar
5,378,42,264,pencil
8,403,222,214,clock
9,648,298,121,car
6,556,214,98,fish
9,630,166,150,house
11,486,284,168,tree
23,1052,130,152,bicycle
12,864,132,229,guitar
6,385,57,187,pencil
22,754,304,304,clock
7,1314,222,78,car
3,616,206,111,fish
6,860,122,209,house
3,586,216,173,tree
15,1795,156,123,bicycle
17,1780,141,162,guitar
3,986,173,156,pencil
2,481,171,169,clock
4,571,329,197,car
3,227,290,209,fish
11,240,243,131,house
3,219,241,240,tree
9,345,203,103,bicycle
3,368,309,276,guitar
2,216,260,265,pencil
3,90,193,185,clock
7,616,301,110,car
13,541,283,132,fish
10,400,156,147,house
3,282,269,211,tree
8,337,109,105,bicycle
7,607,362,151,guitar
4,310,210,225,pencil
6,287,258,299,clock
14,783,252,54,car
4,384,200,195,fish
8,511,185,148,house
33,429,152,237,tree
4,229,188,57,bicycle
3,422,165,198,guitar
5,246,231,30,pencil
16,293,210,244,clock
5,718,288,95,car
2,329,229,104,fish
5,367,166,137,house
4,308,148,178,tree
9,715,58,76,bicycle
7,714,124,89,guitar
4,401,23,248,pencil
3,214,136,167,clock
13,1448,249,102,car
4,1276,292,145,fish
6,996,200,80,house
2,790,246,172,tree
13,1062,121,64,bicycle
4,1239,200,189,guitar
2,630,69,227,pencil
3,369,173,152,clock
23,1597,226,50,car
14,827,158,47,fish
24,1779,185,171,house
21,1093,174,165,tree
21,1441,80,76,bicycle
17,1559,162,204,guitar
11,729,74,164,pencil
23,1493,186,176,clock
7,1292,312,108,car
3,492,193,79,fish
5,821,118,165,house
21,1764,376,169,tree
17,1150,157,148,bicycle
12,882,230,163,guitar
1,331,18,167,pencil
3,259,98,108,clock
3,190,303,147,car
3,98,133,126,fish
2,78,141,119,house
3,93,215,192,tree
9,126,197,68,bicycle
9,152,111,173,guitar
5,115,36,157,pencil
8,135,156,208,clock
8,416,344,115,car
3,315,195,112,fish
